Spitzenwert Werkzeug. Istwert,Spitzenwert Schnecke. Istwert,Cylinder heating zone 1. actual value,Cylinder heating zone 2. actual value,Cylinder heating zone 3. actual value,Cylinder heating zone 4. actual value,Maximum injection pressure . actual value,Switch-over pressure . actual value,Peak value of mould. actual value,Peak value of ejector. actual value,Cycle time. actual value,Dosing time . actual value,Injection time . actual value,Mould protection time. actual value,Temperature of feed yoke. actual value,Material cushion . actual value,Switch-over volume. actual value,Cylinder heating zone 5. actual value,tempActualValue,tempMainLine,tempReturnLine,SLPThresholdPostGate,SLPThresholdEndOfFill,Temperature_MeasureStartEndOfFill,Temperature_OverallMaximumEndOfFill,Temperature_OverallMaximumTimeEndOfFill,MaximumPressurePostGate,MaximumPressureEndOfFill,MaximumPressureTimePostGate,MaximumPressureTimeEndOfFill,Integral_CycleStartCycleEndPostGate,Integral_CycleStartCycleEndEndOfFill,Integral_CycleStartMaxValuePostGate,Integral_CycleStartMaxValueEndOfFill,Integral_MaxValueCycleEndPostGate,Integral_MaxValueCycleEndEndOfFill,Width,Length,timestamp,DeltaTimePostGate,DeltaTimeEndOfFill,ground_truth,
800.491,119.909,214.6,214.6,220.1,225,2188.933,1807.742,3.028,0.148,24.338,2.028,0.452,0.656,40,26.59,44.984,229.8,60.1,60.1,60.9,91.864,52.5,67.367,83.05,1.467,540.42,491.508,4.929,3.913,7771.374,5893.744,1790.225,1106.32,5981.149,4787.424,424.622,2056.524,45566.77213,45566.77213,45566.77213,1,
800.675,119.909,214.6,214.8,220.1,224.8,2183.007,1829.405,3.326,0.158,24.338,2.04,0.452,0.654,40,26.559,44.989,229.8,59.9,59.9,61,141.879,52.5,66.74,80.462,3.236,538.299,491.489,4.628,3.725,7588.606,5250.841,1607.767,984.525,5980.839,4266.316,423.351,2054.541,45566.77242,45566.77242,45566.77242,1,
800.675,119.909,214.6,214.8,220.1,224.8,2183.007,1829.405,3.326,0.158,24.338,2.04,0.452,0.654,40,26.559,44.989,229.8,59.9,59.9,61,91.864,52.5,67.535,83.246,1.392,539.735,490.354,4.891,3.951,7750.953,5863.247,1764.425,1119.203,5986.528,4744.043,424.688,2055.163,45566.77242,45566.77242,45566.77242,1,
800.675,119.909,214.6,214.8,220.1,224.8,2183.882,1827.851,3.466,0.148,24.338,2.048,0.452,0.654,40.2,26.682,44.974,229.8,60,60,60.9,91.864,52.5,67.354,83.302,1.43,540.68,491.844,4.929,3.913,7764.79,5899.081,1794.616,1110.703,5970.174,4788.378,424.719,2055.341,45566.7727,45566.7727,45566.7727,1,
800.675,119.909,214.6,215,220,224.8,2186.699,1815.222,3.804,0.148,24.338,2.036,0.452,0.658,40.2,26.488,44.979,230,60,60,60.9,141.879,52.5,66.694,80.513,2.897,538.007,490.98,4.665,3.725,7591.391,5246.579,1624.022,979.442,5967.369,4267.136,423.402,2055.843,45566.77297,45566.77297,45566.77297,1,
800.675,119.909,214.6,215,220,224.8,2186.699,1815.222,3.804,0.148,24.338,2.036,0.452,0.658,40.2,26.488,44.979,230,60,60,60.9,91.864,52.5,67.399,82.878,2.295,539.311,489.403,4.966,3.988,7753.656,5834.972,1798.972,1130.094,5954.684,4704.878,424.747,2056.025,45566.77297,45566.77297,45566.77297,1,
800.491,119.909,214.8,214.8,220.1,224.8,2183.785,1820.371,3.262,0.148,24.338,2.058,0.452,0.652,40.5,26.687,44.943,230,60,60,61,141.879,52.5,66.599,80.543,2.784,538.771,492.432,4.665,3.687,7585.638,5277.487,1637.505,975.878,5948.133,4301.609,423.389,2055.334,45566.77326,45566.77326,45566.77326,0,
800.491,119.909,214.8,214.8,220.1,224.8,2183.785,1820.371,3.262,0.148,24.338,2.058,0.452,0.652,40.5,26.687,44.943,230,60,60,61,91.864,52.5,67.278,82.973,2.22,538.588,489.792,4.891,3.951,7739.314,5839.574,1765.006,1121.7,5974.308,4717.874,424.679,2053.77,45566.77326,45566.77326,45566.77326,1,
800.675,119.909,214.6,214.8,220.1,224.8,2186.31,1815.319,3.218,0.148,24.338,2.034,0.452,0.656,40.5,26.483,44.959,229.8,60.1,60.1,60.9,141.879,52.5,66.6,80.443,3.048,538.477,491.162,4.665,3.725,7590.165,5245.775,1628.728,983.931,5961.438,4261.844,423.282,2055.548,45566.77354,45566.77354,45566.77354,1,
800.675,119.909,214.6,214.8,220.1,224.8,2186.31,1815.319,3.218,0.148,24.338,2.034,0.452,0.656,40.5,26.483,44.959,229.8,60.1,60.1,60.9,91.864,52.5,67.354,82.86,2.563,538.5,488.772,4.929,3.951,7741.26,5819.462,1778.262,1112.422,5962.999,4707.04,424.61,2056.559,45566.77354,45566.77354,45566.77354,1,
800.675,119.909,214.6,214.8,220.1,225,2185.436,1836.691,3.814,0.148,24.338,2.006,0.452,0.656,40.7,25.902,44.943,229.8,59.9,59.9,61,91.864,52.5,67.409,83.215,1.543,538.809,488.707,5.042,3.988,7726.057,5790.66,1821.921,1112.159,5904.136,4678.501,424.539,2053.602,45566.77382,45566.77382,45566.77382,1,
800.491,119.909,214.8,214.8,220.1,225,2180.773,1822.994,3.006,0.148,24.338,2.05,0.452,0.654,41,26.213,44.989,229.8,60,60,61,141.879,52.5,66.774,80.316,3.198,536.466,487.74,4.703,3.762,7561.559,5159.006,1626.115,977.256,5935.444,4181.75,423.511,2052.327,45566.77411,45566.77411,45566.77411,1,
800.491,119.909,214.8,214.8,220.1,225,2180.773,1822.994,3.006,0.148,24.338,2.05,0.452,0.654,41,26.213,44.989,229.8,60,60,61,91.864,52.5,67.396,82.923,2.408,537.828,487.48,4.891,3.951,7720.208,5772.012,1743.213,1096.963,5976.995,4675.049,424.686,2055.459,45566.77411,45566.77411,45566.77411,1,
800.675,119.909,214.8,214.8,220.1,225,2190.39,1855.051,3.34,0.148,24.368,2.054,0.452,0.654,41.2,26.427,44.989,229.8,60,60,60.9,141.879,52.5,66.763,80.444,3.273,537.217,490.848,4.665,3.762,7569.597,5240.959,1620.168,995.599,5949.429,4245.36,423.392,2055.751,45566.77439,45566.77439,45566.77439,1,
800.675,119.909,214.8,214.8,220.1,225,2190.39,1855.051,3.34,0.148,24.368,2.054,0.452,0.654,41.2,26.427,44.989,229.8,60,60,60.9,91.864,52.5,67.408,82.998,2.408,539.185,490.365,4.929,3.951,7731.015,5852.007,1779.167,1114.424,5951.848,4737.583,424.762,2055.796,45566.77439,45566.77439,45566.77439,1,
800.491,119.909,214.8,215.1,220.1,225,2185.242,1840.577,3.926,0.148,24.338,2.022,0.452,0.654,41.4,26.019,44.948,229.8,59.9,59.9,61,91.864,52.5,67.35,83.353,1.505,538.116,488.215,4.966,3.988,7723.115,5784.06,1783.068,1114.426,5940.047,4669.634,424.576,2055.493,45566.77466,45566.77466,45566.77466,1,
800.675,119.909,215,215,220.1,225,2191.362,1831.251,3.152,0.148,24.338,2.074,0.452,0.656,41.5,26.605,44.964,229.8,60.1,60.1,61,141.879,52.5,66.816,80.532,3.386,536.42,488.947,4.703,3.725,7555.946,5202.561,1640.376,975.949,5915.57,4226.612,423.317,2054.537,45566.77495,45566.77495,45566.77495,1,
800.675,119.909,215,215,220.1,225,2191.362,1831.251,3.152,0.148,24.338,2.074,0.452,0.656,41.5,26.605,44.964,229.8,60.1,60.1,61,91.864,52.5,67.334,82.92,2.446,538.682,489.047,4.854,3.913,7732.783,5823.035,1739.425,1096.006,5993.358,4727.029,424.712,2053.628,45566.77495,45566.77495,45566.77495,1,
800.675,119.909,215,215.1,220.3,225,2187.476,1805.994,3.968,0.158,24.338,2.032,0.452,0.658,41.9,26.32,44.984,229.8,60,59.9,61,141.879,52.5,66.862,80.423,2.935,535.866,487.442,4.665,3.725,7544.988,5147.311,1610.031,964.518,5934.957,4182.793,423.323,2055.679,45566.77523,45566.77523,45566.77523,0,
800.675,119.909,215,215.1,220.3,225,2187.476,1805.994,3.968,0.158,24.338,2.032,0.452,0.658,41.9,26.32,44.984,229.8,60,59.9,61,91.864,52.5,67.368,83.279,1.505,536.785,486.689,5.004,3.951,7694.502,5750.658,1806.692,1101.008,5887.811,4649.649,424.516,2056.128,45566.77523,45566.77523,45566.77523,1,
800.675,119.909,214.6,215,220.3,225,2189.516,1827.268,3.218,0.158,24.338,2.058,0.452,0.654,42,26.498,44.953,229.8,60,60,61,91.864,52.5,67.467,83.271,1.43,537.997,488.94,4.929,3.913,7723.047,5802.217,1777.622,1095.31,5945.426,4706.908,424.734,2055.628,45566.77551,45566.77551,45566.77551,1,
800.675,119.909,214.8,215.1,220.3,225,2170.185,1809.491,3.834,0.158,24.338,2.044,0.452,0.656,42.2,26.411,44.989,229.8,60.1,60.1,61,141.879,52.5,66.784,80.555,3.725,537.067,489.248,4.59,3.725,7563.936,5190.156,1581.951,977.189,5981.985,4212.967,423.635,2055.838,45566.7758,45566.7758,45566.7758,0,
800.675,119.909,214.8,215.1,220.3,225,2170.185,1809.491,3.834,0.158,24.338,2.044,0.452,0.656,42.2,26.411,44.989,229.8,60.1,60.1,61,91.864,52.5,67.532,83.423,1.543,536.387,486.616,4.966,3.913,7705.294,5754.266,1789.347,1086.823,5915.947,4667.443,424.898,2055.111,45566.7758,45566.7758,45566.7758,1,
800.675,119.909,215,215.1,220.3,225,2201.27,1839.314,3.098,0.148,24.34,2.044,0.454,0.656,42.4,26.371,44.984,229.8,59.9,59.9,61,141.879,52.5,66.828,80.548,3.499,537.068,490.259,4.553,3.725,7564.529,5212.642,1559.969,977.221,6004.56,4235.421,423.288,2055.417,45566.77608,45566.77608,45566.77608,1,
800.675,119.909,215,215.1,220.3,225,2201.27,1839.314,3.098,0.148,24.34,2.044,0.454,0.656,42.4,26.371,44.984,229.8,59.9,59.9,61,91.864,52.5,67.428,83.438,1.467,537.884,488.721,4.966,3.951,7705.074,5807.097,1793.798,1108.98,5911.276,4698.117,424.681,2055.195,45566.77608,45566.77608,45566.77608,1,
800.307,119.909,214.8,215.1,220.3,225,2180.19,1788.896,2.926,0.146,24.338,2.03,0.452,0.654,42.7,26.106,44.994,229.8,60.1,60.1,61,141.879,52.5,66.864,80.553,3.123,534.687,485.171,4.628,3.725,7540.802,5089.313,1578.899,952.011,5961.902,4137.302,423.362,2055.727,45566.77635,45566.77635,45566.77635,1,
800.307,119.909,214.8,215.1,220.3,225,2180.19,1788.896,2.926,0.146,24.338,2.03,0.452,0.654,42.7,26.106,44.994,229.8,60.1,60.1,61,91.864,52.5,67.422,82.879,2.784,536.102,485.235,5.004,3.951,7696.12,5718.818,1797.459,1090.986,5898.661,4627.832,424.538,2055.644,45566.77635,45566.77635,45566.77635,1,
800.675,119.909,214.6,215.3,220.3,224.8,2183.007,1834.36,3.21,0.146,24.338,2.052,0.452,0.654,42.7,26.208,44.979,230,60,60,61,91.864,52.5,67.544,83.277,1.505,538.234,488.147,4.929,3.951,7725.563,5802.609,1768.626,1102.316,5956.937,4700.293,424.513,2055.579,45566.77664,45566.77664,45566.77664,1,
800.675,119.909,215.1,215.3,220.3,224.8,2196.899,1832.222,3.458,0.146,24.34,2.024,0.454,0.656,43,26.09,44.943,230,60,60,61,141.879,52.5,66.741,80.497,3.16,536.683,489.276,4.741,3.8,7561.005,5195.857,1651.757,1003.493,5909.248,4192.364,423.21,2055.131,45566.77692,45566.77692,45566.77692,1,
800.675,119.909,215.1,215.3,220.3,224.8,2196.899,1832.222,3.458,0.146,24.34,2.024,0.454,0.656,43,26.09,44.943,230,60,60,61,91.864,52.5,67.405,83.277,1.505,536.347,487.033,4.966,3.913,7672.645,5749.599,1778.182,1075.725,5894.463,4673.874,424.6,2056.178,45566.77692,45566.77692,45566.77692,1,
800.86,119.909,215.1,215.1,220.3,225,2190.196,1850.777,3.284,0.144,24.338,2.054,0.452,0.656,43.2,26.34,44.948,229.8,60.1,60.1,61,141.879,52.5,66.759,80.574,2.859,539.407,492.659,4.703,3.725,7611.457,5275.936,1651.566,986.705,5959.89,4289.231,423.529,2055.194,45566.77721,45566.77721,45566.77721,1,
800.86,119.909,215.1,215.1,220.3,225,2190.196,1850.777,3.284,0.144,24.338,2.054,0.452,0.656,43.2,26.34,44.948,229.8,60.1,60.1,61,91.864,52.5,67.6,83.006,2.634,539.168,489.971,4.929,3.875,7736.982,5835.399,1779.417,1076.728,5957.565,4758.672,424.579,2056.478,45566.77721,45566.77721,45566.77721,1,
800.86,119.909,214.8,215.3,220.3,225,2181.842,1832.028,3.238,0.146,24.338,2.06,0.452,0.654,43.4,26.58,44.969,229.8,59.9,59.9,61,91.864,52.5,67.514,83.054,2.483,540.222,492.684,4.891,3.913,7754.553,5901.626,1774.198,1112.25,5980.355,4789.376,424.631,2054.412,45566.77749,45566.77749,45566.77749,1,
800.491,119.909,215.1,215.5,220.3,225,2183.299,1791.616,3.042,0.144,24.338,2.054,0.452,0.656,43.4,26.901,44.984,229.8,60,60,61,141.879,52.5,66.768,80.56,3.988,538.336,490.428,4.665,3.725,7615.061,5239.285,1634.935,990.173,5980.126,4249.112,423.147,2055.433,45566.77777,45566.77777,45566.77777,1,
800.491,119.909,215.1,215.5,220.3,225,2183.299,1791.616,3.042,0.144,24.338,2.054,0.452,0.656,43.4,26.901,44.984,229.8,60,60,61,91.864,52.5,67.44,83.439,1.505,541.405,492.002,4.891,3.951,7805.66,5914.804,1782.122,1136.865,6023.538,4777.939,424.924,2056.606,45566.77777,45566.77777,45566.77777,1,
801.229,119.909,215.5,215.5,220.3,225,2190.876,1804.731,3.258,0.146,24.338,2.07,0.452,0.656,43.5,27.426,44.964,229.8,60,60,61,141.879,52.5,66.785,80.651,2.671,540.78,495.978,4.59,3.687,7655.586,5377.625,1625.043,1006.126,6030.543,4371.499,423.347,2055.347,45566.77804,45566.77804,45566.77804,1,
801.229,119.909,215.5,215.5,220.3,225,2190.876,1804.731,3.258,0.146,24.338,2.07,0.452,0.656,43.5,27.426,44.964,229.8,60,60,61,91.864,52.5,67.497,83.057,2.257,543.757,495.598,4.891,3.838,7842.234,5993.779,1807.084,1105.196,6035.15,4888.583,424.771,2054.093,45566.77804,45566.77804,45566.77804,1,
801.044,119.909,215.3,215.6,220.3,225,2182.522,1774.519,3.25,0.146,24.338,2.048,0.452,0.654,43.7,27.405,44.943,229.8,60,60,61,91.864,52.5,67.421,83.366,1.43,541.372,492.949,4.891,3.875,7815.798,5943.793,1800.464,1118.618,6015.334,4825.175,424.748,2055.137,45566.77833,45566.77833,45566.77833,1,
801.044,119.909,215.1,215.6,220.3,225,2191.653,1790.645,3.082,0.146,24.338,2.05,0.452,0.658,44,27.405,44.969,229.8,60.1,60.1,61,141.879,52.5,66.931,80.581,3.424,538.981,493.324,4.59,3.687,7622.124,5322.087,1620.123,1001.144,6002.001,4320.943,423.532,2052.701,45566.77861,45566.77861,45566.77861,1,
801.044,119.909,215.1,215.6,220.3,225,2191.653,1790.645,3.082,0.146,24.338,2.05,0.452,0.658,44,27.405,44.969,229.8,60.1,60.1,61,91.864,52.5,67.452,83.485,1.392,541.615,493.482,4.891,3.875,7802.736,5944.166,1801.417,1120.244,6001.319,4823.922,424.733,2054.858,45566.77861,45566.77861,45566.77861,1,
