Spitzenwert Werkzeug. Istwert,Spitzenwert Schnecke. Istwert,Cylinder heating zone 1. actual value,Cylinder heating zone 2. actual value,Cylinder heating zone 3. actual value,Cylinder heating zone 4. actual value,Maximum injection pressure . actual value,Switch-over pressure . actual value,Peak value of mould. actual value,Peak value of ejector. actual value,Cycle time. actual value,Dosing time . actual value,Injection time . actual value,Mould protection time. actual value,Temperature of feed yoke. actual value,Material cushion . actual value,Switch-over volume. actual value,Cylinder heating zone 5. actual value,tempActualValue,tempMainLine,tempReturnLine,SLPThresholdPostGate,SLPThresholdEndOfFill,Temperature_MeasureStartEndOfFill,Temperature_OverallMaximumEndOfFill,Temperature_OverallMaximumTimeEndOfFill,MaximumPressurePostGate,MaximumPressureEndOfFill,MaximumPressureTimePostGate,MaximumPressureTimeEndOfFill,Integral_CycleStartCycleEndPostGate,Integral_CycleStartCycleEndEndOfFill,Integral_CycleStartMaxValuePostGate,Integral_CycleStartMaxValueEndOfFill,Integral_MaxValueCycleEndPostGate,Integral_MaxValueCycleEndEndOfFill,Width,Length,timestamp,DeltaTimePostGate,DeltaTimeEndOfFill,ground_truth,
801.413,119.909,215.1,215,220,225,2202.922,1717.107,2.694,0.146,24.34,2.054,0.454,0.656,45.7,29.347,44.943,230,60,60,60.7,137.796,52.5,66.763,82.809,1.279,546.222,499.785,4.816,3.8,7974.225,6145.537,1827.309,1152.104,6146.916,4993.434,424.628,2054.795,45566.70007,45566.70007,45566.70007,1,
801.598,119.909,215.3,215.1,220.1,225,2194.373,1717.107,3.208,0.146,24.356,2.088,0.452,0.656,45.7,29.775,44.969,229.8,60,60,60.7,137.796,52.5,66.941,82.255,1.806,546.014,500.324,4.816,3.8,7973.173,6194.743,1840.053,1167.48,6133.12,5027.263,424.736,2056.436,45566.70035,45566.70035,45566.70035,0,
801.598,119.909,215.3,215.1,220.1,225,2206.322,1712.736,2.89,0.146,24.34,2.052,0.454,0.656,45.9,29.413,44.979,229.8,59.9,59.9,60.7,94.586,52.5,66.178,79.902,2.859,543.237,499.687,4.515,3.574,7770.431,5501.19,1648.646,1018.624,6121.785,4482.566,423.641,2055.512,45566.70062,45566.70062,45566.70062,1,
801.598,119.909,215.3,215.1,220.1,225,2206.322,1712.736,2.89,0.146,24.34,2.052,0.454,0.656,45.9,29.413,44.979,229.8,59.9,59.9,60.7,137.796,52.5,66.643,82.242,2.521,545.938,499.861,4.816,3.838,7961.438,6172.945,1830.687,1175.14,6130.751,4997.805,424.773,2055.614,45566.70062,45566.70062,45566.70062,1,
801.229,119.909,214.6,215,220.1,225,2201.27,1724.102,2.87,0.146,24.34,2.076,0.454,0.652,46,29.51,44.943,229.8,60,60,60.7,94.586,52.5,65.962,79.804,2.671,545.392,501.941,4.477,3.574,7805.889,5562.776,1638.637,1027.773,6167.252,4535.003,424.038,2055.328,45566.70091,45566.70091,45566.70091,1,
801.229,119.909,214.6,215,220.1,225,2201.27,1724.102,2.87,0.146,24.34,2.076,0.454,0.652,46,29.51,44.943,229.8,60,60,60.7,137.796,52.5,66.797,82.693,1.317,547.985,501.224,4.778,3.838,8003.262,6212.98,1818.171,1180.516,6185.091,5032.464,424.609,2053.696,45566.70091,45566.70091,45566.70091,1,
801.413,119.909,215,214.8,220,225,2208.653,1713.61,2.856,0.152,24.34,2.06,0.454,0.656,46.2,29.5,44.943,229.8,60.1,60.1,60.7,137.796,52.5,66.681,82.217,2.408,546.857,500.219,4.816,3.838,7987.009,6201.096,1835.166,1177.456,6151.843,5023.64,424.72,2056.469,45566.70119,45566.70119,45566.70119,1,
801.782,119.909,215.1,214.8,219.8,225,2190.002,1710.307,3.342,0.15,24.354,2.038,0.454,0.654,46.4,29.092,44.943,229.8,60.2,60.2,60.8,94.586,52.5,66.152,79.921,3.048,544.509,499.602,4.553,3.612,7798.438,5505.044,1663.806,1028.208,6134.632,4476.836,423.349,2055.246,45566.70147,45566.70147,45566.70147,1,
801.782,119.909,215.1,214.8,219.8,225,2190.002,1710.307,3.342,0.15,24.354,2.038,0.454,0.654,46.4,29.092,44.943,229.8,60.2,60.2,60.8,137.796,52.5,66.615,82.721,1.279,545.775,498.631,4.778,3.8,7955.845,6125.105,1800.196,1144.812,6155.649,4980.293,424.706,2054.931,45566.70147,45566.70147,45566.70147,0,
801.782,119.909,215.3,215.1,220,225,2200.882,1723.713,3.518,0.154,24.34,2.078,0.454,0.656,46.5,29.332,44.989,229.8,60,60,60.8,94.586,52.5,66.097,79.968,2.972,544.912,501.304,4.553,3.65,7789.537,5545.715,1670.8,1056.886,6118.737,4488.83,423.612,2051.926,45566.70176,45566.70176,45566.70176,1,
801.782,119.909,215.3,215.1,220,225,2200.882,1723.713,3.518,0.154,24.34,2.078,0.454,0.656,46.5,29.332,44.989,229.8,60,60,60.8,137.796,52.5,66.796,82.722,1.317,547.581,500.057,4.854,3.838,7980.345,6181.186,1852.675,1171.546,6127.67,5009.639,424.767,2055.055,45566.70176,45566.70176,45566.70176,1,
801.229,119.909,215.1,215.1,220.1,225,2215.356,1710.113,2.832,0.152,24.34,2.066,0.454,0.656,46.5,29.398,44.994,229.8,60,60,60.8,137.796,52.5,66.727,82.303,2.032,544.361,497.53,4.816,3.762,7943.814,6114.673,1823.301,1131.139,6120.513,4983.534,424.666,2055.95,45566.70204,45566.70204,45566.70204,1,
801.782,119.909,214.6,215.1,220.1,225,2182.425,1720.313,3.074,0.15,24.364,2.078,0.452,0.658,46.7,29.551,44.984,229.8,60.1,60.1,60.8,94.586,52.5,66.182,79.973,2.935,543.751,500.603,4.515,3.574,7774.844,5525.446,1654.453,1025.667,6120.391,4499.779,423.897,2055.892,45566.70231,45566.70231,45566.70231,1,
801.782,119.909,214.6,215.1,220.1,225,2182.425,1720.313,3.074,0.15,24.364,2.078,0.452,0.658,46.7,29.551,44.984,229.8,60.1,60.1,60.8,137.796,52.5,66.998,82.541,1.43,547.466,500.951,4.778,3.8,7984.403,6228.487,1822.347,1166.972,6162.056,5061.515,424.887,2056.211,45566.70231,45566.70231,45566.70231,0,
801.966,119.909,214.8,215.1,220,225,2198.453,1700.399,3.38,0.146,24.338,2.088,0.452,0.656,46.7,29.872,44.943,229.8,59.9,59.9,60.8,94.586,52.5,65.98,79.893,3.273,547.455,505.615,4.515,3.574,7859.548,5654.04,1682.404,1053.749,6177.145,4600.291,423.898,2055.573,45566.7026,45566.7026,45566.7026,1,
801.966,119.909,214.8,215.1,220,225,2198.453,1700.399,3.38,0.146,24.338,2.088,0.452,0.656,46.7,29.872,44.943,229.8,59.9,59.9,60.8,137.796,52.5,66.895,82.83,1.354,547.159,501.554,4.816,3.762,7997.145,6217.645,1847.385,1154.756,6149.759,5062.889,424.812,2053.727,45566.7026,45566.7026,45566.7026,1,
801.598,119.909,215.3,215,219.8,225,2198.065,1685.342,2.834,0.146,24.378,2.08,0.452,0.658,47,30.112,44.974,229.8,60,60,60.8,137.796,52.5,66.817,82.881,1.317,547.331,500.152,4.778,3.8,8009.32,6207.024,1833.03,1176.533,6176.29,5030.491,424.656,2056.561,45566.70288,45566.70288,45566.70288,1,
801.598,119.909,215.3,215.1,219.8,225,2180.19,1688.062,3.068,0.154,24.338,2.05,0.452,0.656,47,29.801,44.979,229.8,60.1,60.1,60.8,94.586,52.5,66.066,80.031,3.01,543.983,500.172,4.553,3.574,7795.503,5517.534,1680.006,1029.789,6115.498,4487.745,423.984,2055.332,45566.70316,45566.70316,45566.70316,1,
801.598,119.909,215.3,215.1,219.8,225,2180.19,1688.062,3.068,0.154,24.338,2.05,0.452,0.656,47,29.801,44.979,229.8,60.1,60.1,60.8,137.796,52.5,66.742,82.844,1.279,545.962,499.065,4.778,3.8,7971.668,6162.604,1818.454,1163.637,6153.214,4998.967,424.834,2056.512,45566.70316,45566.70316,45566.70316,1,
801.966,119.909,215.1,215.1,220,224.8,2198.647,1731.193,3.32,0.146,24.34,2.036,0.454,0.656,47.2,29.312,44.959,229.8,59.9,59.9,60.8,94.586,52.5,66.137,79.894,2.671,546.268,502.64,4.59,3.612,7808.55,5588.701,1694.897,1039.598,6113.652,4549.103,423.704,2055.722,45566.70345,45566.70345,45566.70345,0,
801.966,119.909,215.1,215.1,220,224.8,2198.647,1731.193,3.32,0.146,24.34,2.036,0.454,0.656,47.2,29.312,44.959,229.8,59.9,59.9,60.8,137.796,52.5,66.768,82.92,1.279,546.202,499.908,4.816,3.762,7958.754,6171.073,1826.229,1133.085,6132.525,5037.987,424.571,2056.398,45566.70345,45566.70345,45566.70345,1,
801.598,119.909,215.1,215.1,220,224.8,2181.064,1732.165,3.208,0.152,24.338,2.058,0.452,0.656,47.5,29.322,44.974,230,60,60,60.8,94.586,52.5,66.224,79.932,3.499,544.702,501.99,4.553,3.574,7786.958,5569.963,1676.399,1027.277,6110.559,4542.686,423.883,2054.642,45566.70373,45566.70373,45566.70373,1,
801.598,119.909,215.1,215.1,220,224.8,2181.064,1732.165,3.208,0.152,24.338,2.058,0.452,0.656,47.5,29.322,44.974,230,60,60,60.8,137.796,52.5,66.971,82.706,1.317,545.302,498.556,4.778,3.762,7934.26,6120.867,1802.599,1128.526,6131.661,4992.341,424.735,2054.955,45566.70373,45566.70373,45566.70373,1,
801.782,119.909,215,215,220,224.8,2206.71,1705.256,3.004,0.152,24.34,2.078,0.454,0.656,47.5,29.546,44.969,229.8,60.1,60.1,60.8,137.796,52.5,66.772,82.807,1.354,545.719,498.73,4.778,3.762,7965.155,6144.402,1811.655,1137.438,6153.5,5006.964,424.727,2056.336,45566.704,45566.704,45566.704,1,
801.966,119.909,215,214.8,219.8,225,2206.71,1700.01,3.284,0.15,24.342,2.072,0.454,0.656,47.7,29.719,44.984,229.8,59.9,59.9,60.8,94.586,52.5,66.233,79.887,2.709,546.311,502.958,4.515,3.574,7840.385,5590.429,1668.437,1036.564,6171.949,4553.865,423.607,2055.847,45566.70429,45566.70429,45566.70429,0,
801.966,119.909,215,214.8,219.8,225,2206.71,1700.01,3.284,0.15,24.342,2.072,0.454,0.656,47.7,29.719,44.984,229.8,59.9,59.9,60.8,137.796,52.5,66.788,82.761,1.242,546.939,501.07,4.703,3.8,7993.865,6198.576,1781.428,1169.813,6212.438,5028.763,424.796,2056.445,45566.70429,45566.70429,45566.70429,1,
801.782,119.909,215.1,215,220.1,225,2184.465,1696.513,2.794,0.146,24.338,2.064,0.452,0.656,47.7,29.735,44.948,229.8,60,60,60.8,94.586,52.5,66.192,79.958,2.596,544.641,501.572,4.553,3.574,7796.188,5565.12,1684.056,1034.135,6112.132,4530.984,423.776,2053.631,45566.70457,45566.70457,45566.70457,1,
801.782,119.909,215.1,215,220.1,225,2184.465,1696.513,2.794,0.146,24.338,2.064,0.452,0.656,47.7,29.735,44.948,229.8,60,60,60.8,137.796,52.5,66.713,82.36,1.768,546.825,500.103,4.778,3.838,7983.873,6201.139,1820.954,1184.715,6162.919,5016.423,424.807,2056.102,45566.70457,45566.70457,45566.70457,1,
801.782,119.909,214.8,215.1,220,225,2218.562,1699.525,2.79,0.146,24.34,2.09,0.454,0.658,47.9,30.147,44.984,229.8,60.1,60.1,60.8,137.796,52.5,66.872,82.774,1.242,547.594,502.148,4.741,3.8,7999.508,6245.823,1814.856,1182.204,6184.652,5063.619,424.827,2056.473,45566.70485,45566.70485,45566.70485,0,
801.782,119.909,215.1,215.1,220.1,225,2178.053,1705.839,2.704,0.146,24.338,2.034,0.452,0.656,47.9,29.622,44.948,229.8,59.9,59.9,60.8,94.586,52.5,66.255,80.138,3.612,543.335,500.031,4.553,3.574,7770.145,5528.208,1676.771,1027.514,6093.373,4500.695,423.674,2051.897,45566.70514,45566.70514,45566.70514,1,
801.782,119.909,215.1,215.1,220.1,225,2178.053,1705.839,2.704,0.146,24.338,2.034,0.452,0.656,47.9,29.622,44.948,229.8,59.9,59.9,60.8,137.796,52.5,66.851,82.427,2.145,545.895,499.138,4.778,3.8,7960.776,6171.104,1814.316,1159.418,6146.46,5011.686,424.79,2055.279,45566.70514,45566.70514,45566.70514,1,
801.598,119.909,215.1,215.1,220.1,225,2202.242,1708.753,2.612,0.146,24.354,2.074,0.454,0.656,48,29.796,44.984,229.8,60,60,60.8,94.586,52.5,66.116,79.941,3.01,544.349,500.451,4.553,3.612,7798.221,5538.877,1680.812,1048.654,6117.409,4490.223,423.678,2051.987,45566.70542,45566.70542,45566.70542,1,
801.598,119.909,215.1,215.1,220.1,225,2202.242,1708.753,2.612,0.146,24.354,2.074,0.454,0.656,48,29.796,44.984,229.8,60,60,60.8,137.796,52.5,66.801,82.789,1.505,545.272,499.022,4.778,3.762,7963.095,6163.367,1815.73,1144.727,6147.364,5018.64,424.81,2055.532,45566.70542,45566.70542,45566.70542,0,
801.966,119.909,215.1,214.8,220,225,2201.853,1696.416,3.162,0.148,24.386,2.054,0.454,0.656,48.2,29.735,44.959,229.8,60.1,60.1,60.8,94.586,52.5,66.196,80.118,3.01,545.799,501.606,4.59,3.574,7824.136,5566.382,1704.23,1030.872,6119.906,4535.51,423.674,2055.929,45566.70571,45566.70571,45566.70571,1,
801.966,119.909,215.1,214.8,220,225,2201.853,1696.416,3.162,0.148,24.386,2.054,0.454,0.656,48.2,29.735,44.959,229.8,60.1,60.1,60.8,137.796,52.5,66.873,82.402,2.446,547.373,500.713,4.816,3.8,7995.452,6209.073,1841.903,1165.57,6153.549,5043.503,424.769,2056.371,45566.70571,45566.70571,45566.70571,1,
801.782,119.909,215,215,220.1,225,2183.007,1701.953,3.298,0.15,24.336,2.074,0.45,0.656,48.2,29.893,44.999,229.8,59.9,59.9,60.8,137.796,52.5,66.952,82.728,1.279,547.625,501.588,4.816,3.8,8000.968,6238.401,1847.515,1172.625,6153.453,5065.776,424.74,2054.796,45566.70598,45566.70598,45566.70598,1,
801.782,119.909,215.1,215.1,220.1,225,2184.853,1692.53,3.096,0.152,24.338,2.094,0.452,0.658,48.2,30.372,44.979,229.8,60,60,60.8,94.586,52.5,66.281,80.133,3.048,546.759,504.929,4.477,3.574,7841.516,5654.95,1668.301,1061.419,6173.215,4593.531,423.744,2055.369,45566.70626,45566.70626,45566.70626,1,
801.782,119.909,215.1,215.1,220.1,225,2184.853,1692.53,3.096,0.152,24.338,2.094,0.452,0.658,48.2,30.372,44.979,229.8,60,60,60.8,137.796,52.5,66.968,82.445,2.032,547.684,502.194,4.778,3.725,8006.925,6267.936,1841.645,1150.491,6165.28,5117.445,424.681,2056.44,45566.70626,45566.70626,45566.70626,1,
802.335,119.909,214.8,215.1,220.1,225,2199.522,1695.93,3.35,0.152,24.338,2.058,0.452,0.654,48,30.198,44.969,229.8,60,60,60.8,94.586,52.5,66.195,80.165,2.596,545.417,503.27,4.553,3.574,7813.312,5606.699,1697.926,1050.552,6115.386,4556.147,423.88,2055.348,45566.70655,45566.70655,45566.70655,1,
802.335,119.909,214.8,215.1,220.1,225,2199.522,1695.93,3.35,0.152,24.338,2.058,0.452,0.654,48,30.198,44.969,229.8,60,60,60.8,137.796,52.5,66.863,83.032,1.242,547.62,501.437,4.778,3.762,8002.373,6253.139,1835.375,1161.86,6166.999,5091.279,424.639,2054.121,45566.70655,45566.70655,45566.70655,1,
801.782,119.909,214.8,215.1,220.1,225,2207.196,1689.616,3.024,0.152,24.34,2.054,0.454,0.654,48,29.954,44.953,229.8,59.9,59.9,60.9,137.796,52.5,66.755,82.817,1.731,544.436,498.173,4.778,3.8,7959.216,6148.678,1815.877,1164.383,6143.339,4984.294,424.635,2056.696,45566.70683,45566.70683,45566.70683,0,
801.782,119.909,214.8,214.8,220,225,2195.539,1702.245,2.762,0.15,24.338,2.054,0.452,0.658,47.7,29.796,44.989,229.8,60.1,60.1,60.8,94.586,52.5,66.118,80.136,3.16,546.625,502.355,4.553,3.574,7850.841,5587.176,1689.236,1035.214,6161.605,4551.962,423.894,2191.879,45566.70711,45566.70711,45566.70711,1,
801.782,119.909,214.8,214.8,220,225,2195.539,1702.245,2.762,0.15,24.338,2.054,0.452,0.658,47.7,29.796,44.989,229.8,60.1,60.1,60.8,137.796,52.5,66.752,82.653,1.279,546.703,499.72,4.816,3.762,7981.718,6170.218,1839.192,1143.047,6142.525,5027.171,424.764,2056.241,45566.70711,45566.70711,45566.70711,1,
802.151,119.909,214.8,214.8,220,225,2182.327,1717.593,3.108,0.15,24.338,2.072,0.452,0.654,47.2,29.847,44.979,230,60,60,60.9,94.586,52.5,66.302,80.056,3.048,547.657,504.737,4.553,3.537,7851.429,5637.351,1696.415,1025.014,6155.015,4612.337,423.708,2055.807,45566.7074,45566.7074,45566.7074,1,
802.151,119.909,214.8,214.8,220,225,2182.327,1717.593,3.108,0.15,24.338,2.072,0.452,0.654,47.2,29.847,44.979,230,60,60,60.9,137.796,52.5,66.96,82.615,1.317,549.339,503.053,4.778,3.8,8020.43,6273.678,1831.648,1175.129,6188.782,5098.549,424.887,2056.579,45566.7074,45566.7074,45566.7074,1,
802.151,119.909,214.8,214.8,220,224.8,2177.179,1708.559,3.25,0.15,24.338,2.064,0.452,0.656,46.5,29.882,44.953,230,60,60,60.9,137.796,52.5,66.823,82.594,2.333,548.346,501.821,4.778,3.8,7996.693,6270.828,1828.174,1172.814,6168.519,5098.014,424.74,2054.499,45566.70767,45566.70767,45566.70767,1,
801.966,119.909,215.1,215.1,220,225,2214.968,1732.456,2.824,0.15,24.34,2.038,0.454,0.656,45.9,29.475,44.974,229.8,60.1,60.1,60.8,94.586,52.5,66.213,80.071,3.349,545.865,502.617,4.628,3.612,7805.524,5610.776,1717.291,1043.896,6088.233,4566.881,423.875,2055.681,45566.70795,45566.70795,45566.70795,1,
801.966,119.909,215.1,215.1,220,225,2214.968,1732.456,2.824,0.15,24.34,2.038,0.454,0.656,45.9,29.475,44.974,229.8,60.1,60.1,60.8,137.796,52.5,66.772,83.181,1.242,547.67,500.125,4.891,3.838,7977.454,6191.561,1873.751,1173.054,6103.703,5018.507,424.68,2056.523,45566.70795,45566.70795,45566.70795,0,
801.966,119.909,215.1,215.1,220,225,2202.048,1717.982,3.2,0.148,24.34,2.06,0.454,0.658,44.7,29.403,44.948,229.8,60,60,60.9,94.586,52.5,66.273,80.089,2.747,543.086,499.296,4.477,3.612,7759.141,5518.765,1622.551,1031.885,6136.59,4486.879,423.507,2055.439,45566.70824,45566.70824,45566.70824,1,
801.966,119.909,215.1,215.1,220,225,2202.048,1717.982,3.2,0.148,24.34,2.06,0.454,0.658,44.7,29.403,44.948,229.8,60,60,60.9,137.796,52.5,66.932,82.764,1.844,545.751,498.909,4.816,3.838,7950.882,6162.055,1823.696,1167.694,6127.186,4994.361,424.625,2056.159,45566.70824,45566.70824,45566.70824,1,
802.151,119.909,215,215.1,220,225,2195.442,1729.445,3.77,0.146,24.338,2.046,0.452,0.656,43.5,29.133,44.994,229.8,60,60,60.9,94.586,52.5,66.137,79.987,2.784,544.441,501.091,4.477,3.612,7778.03,5551.127,1624.923,1033.305,6153.107,4517.822,423.67,2053.764,45566.70852,45566.70852,45566.70852,1,
802.151,119.909,215,215.1,220,225,2195.442,1729.445,3.77,0.146,24.338,2.046,0.452,0.656,43.5,29.133,44.994,229.8,60,60,60.9,137.796,52.5,66.814,83.054,1.392,545.85,498.869,4.778,3.8,7937.126,6133.317,1797.193,1140.096,6139.934,4993.221,424.735,2055.789,45566.70852,45566.70852,45566.70852,1,
801.782,119.909,215.1,215.1,220.1,225,2185.63,1748.582,2.89,0.146,24.338,2.036,0.452,0.658,42.7,28.659,44.974,229.8,60.1,60.1,60.9,137.796,52.5,66.831,82.968,1.392,543.828,496.143,4.854,3.838,7893.513,6045.778,1817.362,1138.668,6076.15,4907.11,424.723,2056.598,45566.7088,45566.7088,45566.7088,1,
801.966,119.909,214.8,215.1,220,225,2187.379,1741.49,3.14,0.146,24.338,2.066,0.452,0.658,41.5,28.598,44.964,229.8,59.9,59.9,60.9,94.586,52.5,66.203,80.006,3.273,541.884,497.338,4.628,3.65,7718.806,5439.455,1682.706,1026.885,6036.1,4412.57,423.787,2055.677,45566.70909,45566.70909,45566.70909,1,
801.966,119.909,214.8,215.1,220,225,2187.379,1741.49,3.14,0.146,24.338,2.066,0.452,0.658,41.5,28.598,44.964,229.8,59.9,59.9,60.9,137.796,52.5,66.874,82.499,2.37,545.179,497.693,4.891,3.838,7912.666,6109.699,1846.105,1145.926,6066.561,4963.773,424.57,2056.218,45566.70909,45566.70909,45566.70909,0,
801.598,119.909,214.6,215,220,225,2182.036,1762.668,3.558,0.146,24.338,2.016,0.452,0.658,40.9,27.986,44.989,229.8,60,60,60.9,94.586,52.5,66.049,80.312,2.972,539.776,494.332,4.703,3.65,7656.944,5334.649,1694.174,997.752,5962.771,4336.896,423.483,2052.725,45566.70936,45566.70936,45566.70936,1,
801.598,119.909,214.6,215,220,225,2182.036,1762.668,3.558,0.146,24.338,2.016,0.452,0.658,40.9,27.986,44.989,229.8,60,60,60.9,137.796,52.5,66.906,82.763,1.392,544.749,496.644,4.816,3.875,7892.916,6098.432,1787.962,1146.437,6104.954,4951.995,424.59,2054.271,45566.70936,45566.70936,45566.70936,0,
801.598,119.909,214.6,214.8,220,225,2188.545,1786.468,3.188,0.146,24.34,2.038,0.454,0.658,40.2,27.716,44.989,229.8,60.1,60.1,60.9,137.796,52.5,66.91,82.558,2.145,542.091,493.858,4.891,3.913,7836.039,5973.79,1806.944,1143.898,6029.095,4829.892,424.66,2056.081,45566.70964,45566.70964,45566.70964,1,
801.598,119.909,214.8,214.8,220,225,2217.591,1807.159,3.102,0.146,24.342,2.03,0.456,0.658,39.7,27.298,44.959,229.8,59.9,59.9,60.9,94.586,52.5,66.202,79.934,2.935,540.98,495.16,4.703,3.725,7671.501,5367.83,1681.391,1017.778,5990.11,4350.052,423.78,2055.364,45566.70993,45566.70993,45566.70993,1,
801.598,119.909,214.8,214.8,220,225,2217.591,1807.159,3.102,0.146,24.342,2.03,0.456,0.658,39.7,27.298,44.959,229.8,59.9,59.9,60.9,137.796,52.5,66.847,82.891,1.43,541.122,492.603,4.854,3.875,7796.57,5902.394,1769.514,1107.895,6027.056,4794.499,424.704,2056.249,45566.70993,45566.70993,45566.70993,1,
801.782,119.909,214.6,214.8,219.8,224.8,2201.367,1803.371,3.528,0.15,24.34,2.062,0.454,0.656,39.4,27.405,44.959,229.8,60,60,60.9,94.586,52.5,66.221,79.869,3.574,539.48,493.516,4.59,3.687,7644.25,5316.898,1620.099,1000.593,6024.151,4316.305,423.368,2051.489,45566.71021,45566.71021,45566.71021,1,
801.782,119.909,214.6,214.8,219.8,224.8,2201.367,1803.371,3.528,0.15,24.34,2.062,0.454,0.656,39.4,27.405,44.959,229.8,60,60,60.9,137.796,52.5,66.912,82.506,2.22,540.496,491.839,4.891,3.875,7803.807,5905.386,1793.663,1112.667,6010.144,4792.719,424.708,2055.028,45566.71021,45566.71021,45566.71021,1,
801.598,119.909,214.6,214.8,219.8,225,2206.031,1811.24,3.014,0.148,24.34,2.004,0.454,0.658,39.2,26.682,44.959,229.8,60,60,60.9,94.586,52.5,66.364,79.985,3.236,538.068,489.792,4.628,3.725,7611.998,5226.46,1605.256,978.85,6006.742,4247.61,423.757,2056.013,45566.71049,45566.71049,45566.71049,1,
801.598,119.909,214.6,214.8,219.8,225,2206.031,1811.24,3.014,0.148,24.34,2.004,0.454,0.658,39.2,26.682,44.959,229.8,60,60,60.9,137.796,52.5,66.958,82.577,2.483,538.996,489.576,4.929,3.951,7754.13,5832.597,1779.564,1114.537,5974.566,4718.06,424.588,2056.291,45566.71049,45566.71049,45566.71049,1,
801.598,119.909,214.6,214.8,219.8,225,2203.893,1824.354,3.036,0.146,24.34,2.06,0.454,0.656,39,26.814,44.959,229.8,59.9,59.9,60.9,137.796,52.5,66.906,82.902,1.43,538.315,488.568,4.966,3.913,7753.297,5813.53,1805.458,1101.875,5947.839,4711.656,424.564,2054.739,45566.71078,45566.71078,45566.71078,1,
801.598,119.909,214.6,214.8,219.8,225,2201.27,1829.891,3.186,0.146,24.342,2.05,0.454,0.658,38.9,26.702,44.989,230,60.1,60.1,60.9,94.586,52.5,66.228,79.889,3.612,538.009,490.613,4.628,3.762,7602.283,5240.832,1609.728,1003.616,5992.555,4237.216,423.597,2055.859,45566.71105,45566.71105,45566.71105,0,
801.598,119.909,214.6,214.8,219.8,225,2201.27,1829.891,3.186,0.146,24.342,2.05,0.454,0.658,38.9,26.702,44.989,230,60.1,60.1,60.9,137.796,52.5,66.952,82.505,2.22,536.936,488.089,4.854,3.913,7712.185,5780.209,1734.494,1094.149,5977.691,4686.06,424.473,2056.51,45566.71105,45566.71105,45566.71105,1,
801.413,119.909,214.5,214.8,219.8,224.8,2194.762,1853.011,2.806,0.15,24.34,2.04,0.454,0.656,38.9,26.513,44.964,229.8,60,60,60.9,94.586,52.5,66.187,80.084,3.01,538.967,492.377,4.628,3.762,7610.839,5268.192,1611.646,1006.711,5999.194,4261.48,423.719,2054.458,45566.71133,45566.71133,45566.71133,1,
801.413,119.909,214.5,214.8,219.8,224.8,2194.762,1853.011,2.806,0.15,24.34,2.04,0.454,0.656,38.9,26.513,44.964,229.8,60,60,60.9,137.796,52.5,66.967,82.527,2.446,539.063,490.085,4.929,3.913,7739.191,5837.961,1781.454,1097.354,5957.737,4740.607,424.493,2056.166,45566.71133,45566.71133,45566.71133,1,
801.413,119.909,214.3,214.6,219.8,225,2208.265,1846.697,3.716,0.148,24.34,2.038,0.454,0.656,39,26.223,44.984,229.8,60,60,60.9,137.796,52.5,67.012,82.712,1.505,536.314,486.675,5.004,3.913,7696.158,5743.462,1796.467,1073.553,5899.691,4669.909,424.377,2056.434,45566.71162,45566.71162,45566.71162,1,
801.413,119.909,214.6,214.8,219.8,225,2216.328,1855.634,2.794,0.146,24.342,2.034,0.456,0.654,39.2,25.897,44.984,229.8,60.1,60.1,60.9,94.586,52.5,66.172,79.863,3.424,536.723,488.423,4.741,3.8,7561.593,5187.957,1640.968,990.29,5920.625,4197.667,423.606,2054.308,45566.7119,45566.7119,45566.7119,1,
801.413,119.909,214.6,214.8,219.8,225,2216.328,1855.634,2.794,0.146,24.342,2.034,0.456,0.654,39.2,25.897,44.984,229.8,60.1,60.1,60.9,137.796,52.5,66.937,82.721,1.618,534.637,484.524,4.891,3.951,7659.627,5663.815,1719.034,1075.718,5940.593,4588.097,424.397,2056.349,45566.7119,45566.7119,45566.7119,1,
801.229,119.909,214.6,214.8,219.8,225,2207.585,1841.84,2.954,0.152,24.34,2.042,0.454,0.658,39.2,25.83,44.984,229.8,59.9,59.9,60.9,94.586,52.5,66.013,79.879,2.935,536.07,487.474,4.665,3.8,7554.478,5148.697,1596.801,986.464,5957.677,4162.233,423.499,2055.406,45566.71219,45566.71219,45566.71219,1,
801.229,119.909,214.6,214.8,219.8,225,2207.585,1841.84,2.954,0.152,24.34,2.042,0.454,0.658,39.2,25.83,44.984,229.8,59.9,59.9,60.9,137.796,52.5,66.901,82.567,1.505,535.214,483.982,4.929,3.951,7668.337,5655.037,1738.887,1071.494,5929.45,4583.543,424.487,2056.332,45566.71219,45566.71219,45566.71219,1,
801.598,119.909,214.5,214.8,219.8,225,2211.762,1835.428,3.132,0.15,24.34,2.06,0.454,0.66,39.7,26.024,44.969,229.8,60,60,60.9,94.586,52.5,66.232,79.766,2.859,536.356,487.911,4.665,3.762,7564.006,5160.503,1605.102,976.959,5958.904,4183.544,423.577,2056.082,45566.71246,45566.71246,45566.71246,1,
801.598,119.909,214.5,214.8,219.8,225,2211.762,1835.428,3.132,0.15,24.34,2.06,0.454,0.66,39.7,26.024,44.969,229.8,60,60,60.9,137.796,52.5,66.836,82.501,2.37,536.032,486.112,4.966,3.951,7685.411,5706.931,1772.945,1087.85,5912.466,4619.082,424.543,2053.515,45566.71246,45566.71246,45566.71246,0,
