Peak value tool,Peak value screw,Cylinder heating zone 1,Cylinder heating zone 2,Cylinder heating zone 3,Cylinder heating zone 4,Maximum injection pressure,Switch-over pressure,Peak value of mould,Peak value of ejector,Cycle time,Dosing time,Injection time,Mould protection time,Temperature of feed yoke,Material cushion,Switch-over volume,Cylinder heating zone 5,ground_truth
800.491,119.909,214.8,215.1,220.1,225,2185.242,1840.577,3.926,0.148,24.338,2.022,0.452,0.654,41.4,26.019,44.948,229.8,1
800.675,119.909,215,215,220.1,225,2191.362,1831.251,3.152,0.148,24.338,2.074,0.452,0.656,41.5,26.605,44.964,229.8,1
800.675,119.909,215,215,220.1,225,2191.362,1831.251,3.152,0.148,24.338,2.074,0.452,0.656,41.5,26.605,44.964,229.8,1
800.675,119.909,215,215.1,220.3,225,2187.476,1805.994,3.968,0.158,24.338,2.032,0.452,0.658,41.9,26.32,44.984,229.8,0
800.675,119.909,215,215.1,220.3,225,2187.476,1805.994,3.968,0.158,24.338,2.032,0.452,0.658,41.9,26.32,44.984,229.8,1
800.675,119.909,214.6,215,220.3,225,2189.516,1827.268,3.218,0.158,24.338,2.058,0.452,0.654,42,26.498,44.953,229.8,1
800.675,119.909,214.8,215.1,220.3,225,2170.185,1809.491,3.834,0.158,24.338,2.044,0.452,0.656,42.2,26.411,44.989,229.8,0
800.675,119.909,214.8,215.1,220.3,225,2170.185,1809.491,3.834,0.158,24.338,2.044,0.452,0.656,42.2,26.411,44.989,229.8,1
800.675,119.909,215,215.1,220.3,225,2201.27,1839.314,3.098,0.148,24.34,2.044,0.454,0.656,42.4,26.371,44.984,229.8,1
800.675,119.909,215,215.1,220.3,225,2201.27,1839.314,3.098,0.148,24.34,2.044,0.454,0.656,42.4,26.371,44.984,229.8,1
800.307,119.909,214.8,215.1,220.3,225,2180.19,1788.896,2.926,0.146,24.338,2.03,0.452,0.654,42.7,26.106,44.994,229.8,1
800.307,119.909,214.8,215.1,220.3,225,2180.19,1788.896,2.926,0.146,24.338,2.03,0.452,0.654,42.7,26.106,44.994,229.8,1
800.675,119.909,214.6,215.3,220.3,224.8,2183.007,1834.36,3.21,0.146,24.338,2.052,0.452,0.654,42.7,26.208,44.979,230,1
800.675,119.909,215.1,215.3,220.3,224.8,2196.899,1832.222,3.458,0.146,24.34,2.024,0.454,0.656,43,26.09,44.943,230,1
800.675,119.909,215.1,215.3,220.3,224.8,2196.899,1832.222,3.458,0.146,24.34,2.024,0.454,0.656,43,26.09,44.943,230,1
800.86,119.909,215.1,215.1,220.3,225,2190.196,1850.777,3.284,0.144,24.338,2.054,0.452,0.656,43.2,26.34,44.948,229.8,1
800.86,119.909,215.1,215.1,220.3,225,2190.196,1850.777,3.284,0.144,24.338,2.054,0.452,0.656,43.2,26.34,44.948,229.8,1
800.86,119.909,214.8,215.3,220.3,225,2181.842,1832.028,3.238,0.146,24.338,2.06,0.452,0.654,43.4,26.58,44.969,229.8,1
800.491,119.909,215.1,215.5,220.3,225,2183.299,1791.616,3.042,0.144,24.338,2.054,0.452,0.656,43.4,26.901,44.984,229.8,1
800.491,119.909,215.1,215.5,220.3,225,2183.299,1791.616,3.042,0.144,24.338,2.054,0.452,0.656,43.4,26.901,44.984,229.8,1
801.229,119.909,215.5,215.5,220.3,225,2190.876,1804.731,3.258,0.146,24.338,2.07,0.452,0.656,43.5,27.426,44.964,229.8,1
801.229,119.909,215.5,215.5,220.3,225,2190.876,1804.731,3.258,0.146,24.338,2.07,0.452,0.656,43.5,27.426,44.964,229.8,1
801.044,119.909,215.3,215.6,220.3,225,2182.522,1774.519,3.25,0.146,24.338,2.048,0.452,0.654,43.7,27.405,44.943,229.8,1
801.044,119.909,215.1,215.6,220.3,225,2191.653,1790.645,3.082,0.146,24.338,2.05,0.452,0.658,44,27.405,44.969,229.8,1
801.044,119.909,215.1,215.6,220.3,225,2191.653,1790.645,3.082,0.146,24.338,2.05,0.452,0.658,44,27.405,44.969,229.8,1
